method,train_set,test_set,scenario,error
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6350027522912614
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6350027522912614
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,2.48921272694802
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,2.48921272694802
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,2.48921272694802
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.5719707376411307
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.5719707376411307
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.5390090967892294
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.5390090967892294
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,3.039295971109099
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,3.039295971109099
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,3.039295971109099
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,3.039295971109099
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,2.545188794569079
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#TRIPOD,cross-both,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.58104554014108
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,3.813245336980038
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,3.813245336980038
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,3.813245336980038
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.389008999250905
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,3.9350214738931215
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,1.6800502968661382
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,0.0
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,2.545188794569079
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,3.039295971109099
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,2.545188794569079
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,3.039295971109099
knn_dtc_k1,POCO#TRIPOD,POCO#STANDING,cross-pose,3.039295971109099
