train_set,seed,phase,epoch,loss,val_loss
POCO#TRIPOD,0,finetune,14,0.5758745670318604,0.3985190987586975
POCO#TRIPOD,0,finetune,15,0.6063290238380432,0.2978155314922333
POCO#TRIPOD,0,finetune,16,0.5560253858566284,0.3208138346672058
POCO#TRIPOD,0,finetune,17,0.5534705519676208,0.3540776073932647
POCO#TRIPOD,0,finetune,18,0.5474790930747986,0.3858706057071686
POCO#TRIPOD,0,finetune,19,0.5251373052597046,0.241186261177063
POCO#TRIPOD,0,finetune,20,0.5356310606002808,0.2747439444065094
POCO#TRIPOD,0,finetune,21,0.5197612643241882,0.2318522930145263
POCO#TRIPOD,0,finetune,22,0.4873915314674377,0.2287635654211044
POCO#TRIPOD,0,finetune,23,0.464987576007843,0.2289126813411712
POCO#TRIPOD,0,finetune,24,0.4816463887691498,0.2160077840089798
POCO#TRIPOD,0,finetune,25,0.4236319959163666,0.2384443283081054
POCO#TRIPOD,0,finetune,26,0.4605595469474792,0.2197941392660141
POCO#TRIPOD,0,finetune,27,0.4525242447853088,0.3262159526348114
POCO#TRIPOD,0,finetune,28,0.4121846556663513,0.3101143836975097
POCO#TRIPOD,0,finetune,29,0.4558634757995605,0.2068805694580078
POCO#TRIPOD,0,finetune,30,0.4555907249450683,0.1831764429807663
POCO#TRIPOD,0,finetune,31,0.3971157670021057,0.1910619437694549
POCO#TRIPOD,0,finetune,32,0.4074459671974182,0.2173106670379638
POCO#TRIPOD,0,finetune,33,0.4114904403686523,0.2617526650428772
POCO#TRIPOD,0,finetune,34,0.418026864528656,0.2995821237564087
POCO#TRIPOD,0,finetune,35,0.4237363934516907,0.2104825973510742
POCO#TRIPOD,0,finetune,36,0.399725079536438,0.1568045765161514
POCO#TRIPOD,0,finetune,37,0.3822689950466156,0.1752547770738601
POCO#TRIPOD,0,finetune,38,0.3994094729423523,0.1873379349708557
POCO#TRIPOD,0,finetune,39,0.3739760816097259,0.1788025796413421
POCO#TRIPOD,1,pretrain,0,0.6500701904296875,0.8790248036384583
POCO#TRIPOD,1,pretrain,1,0.5118091702461243,0.8323732614517212
POCO#TRIPOD,1,pretrain,2,0.4383037090301513,0.7898799777030945
POCO#TRIPOD,1,pretrain,3,0.3348491787910461,0.6721063256263733
POCO#TRIPOD,1,pretrain,4,0.2321666926145553,0.5059508681297302
POCO#TRIPOD,1,pretrain,5,0.1611073911190033,0.3567679822444916
POCO#TRIPOD,1,pretrain,6,0.1184411644935607,0.2647190392017364
POCO#TRIPOD,1,pretrain,7,0.0921088531613349,0.2021553814411163
POCO#TRIPOD,1,pretrain,8,0.0747091174125671,0.1697697639465332
POCO#TRIPOD,1,pretrain,9,0.063002273440361,0.1516889780759811
POCO#TRIPOD,1,pretrain,10,0.0546833761036396,0.1365516781806945
POCO#TRIPOD,1,pretrain,11,0.0483252853155136,0.1304759681224823
POCO#TRIPOD,1,pretrain,12,0.0431287065148353,0.1238683611154556
POCO#TRIPOD,1,pretrain,13,0.0390539839863777,0.1201791912317276
POCO#TRIPOD,1,pretrain,14,0.0358372814953327,0.117444634437561
POCO#TRIPOD,1,pretrain,15,0.0333149619400501,0.1150597855448722
POCO#TRIPOD,1,pretrain,16,0.0310961101204156,0.1123665273189544
POCO#TRIPOD,1,pretrain,17,0.0296457707881927,0.1103157624602317
POCO#TRIPOD,1,pretrain,18,0.0284621845930814,0.1087627932429313
POCO#TRIPOD,1,pretrain,19,0.0275953114032745,0.1076916828751564
POCO#TRIPOD,1,pretrain,20,0.0265098717063665,0.1091128513216972
POCO#TRIPOD,1,pretrain,21,0.0262671578675508,0.1031440645456314
POCO#TRIPOD,1,pretrain,22,0.0258999969810247,0.1016254723072052
POCO#TRIPOD,1,pretrain,23,0.0252025574445724,0.0965343713760376
POCO#TRIPOD,1,pretrain,24,0.0245925597846508,0.0982535928487777
POCO#TRIPOD,1,pretrain,25,0.0240548495203256,0.0937409251928329
POCO#TRIPOD,1,pretrain,26,0.0228276345878839,0.0936832278966903
POCO#TRIPOD,1,pretrain,27,0.0219440180808305,0.0905073136091232
POCO#TRIPOD,1,pretrain,28,0.0203633122146129,0.0901641324162483
POCO#TRIPOD,1,pretrain,29,0.0195362493395805,0.0901420190930366
POCO#TRIPOD,1,finetune,0,8.711203575134277,11.023028373718262
POCO#TRIPOD,1,finetune,1,1.9318418502807615,5.689719200134277
POCO#TRIPOD,1,finetune,2,1.52198588848114,3.9070096015930176
POCO#TRIPOD,1,finetune,3,1.350762963294983,2.122509002685547
POCO#TRIPOD,1,finetune,4,1.108365535736084,1.2750107049942017
POCO#TRIPOD,1,finetune,5,1.0297627449035645,1.0167516469955444
POCO#TRIPOD,1,finetune,6,0.9327711462974548,0.6603842973709106
POCO#TRIPOD,1,finetune,7,0.8781903386116028,0.6115782260894775
POCO#TRIPOD,1,finetune,8,0.8026447892189026,0.4318754076957702
POCO#TRIPOD,1,finetune,9,0.7339745759963989,0.3247583210468292
POCO#TRIPOD,1,finetune,10,0.6365992426872253,0.4194231927394867
POCO#TRIPOD,1,finetune,11,0.6216669082641602,0.3059366047382355
POCO#TRIPOD,1,finetune,12,0.6423946022987366,0.3773574233055115
POCO#TRIPOD,1,finetune,13,0.5997046828269958,0.2724071443080902
POCO#TRIPOD,1,finetune,14,0.5792879462242126,0.2778564691543579
POCO#TRIPOD,1,finetune,15,0.5168262124061584,0.3055452108383178
POCO#TRIPOD,1,finetune,16,0.5162212252616882,0.3485820591449737
POCO#TRIPOD,1,finetune,17,0.5592142939567566,0.2502166926860809
POCO#TRIPOD,1,finetune,18,0.4922394752502441,0.2677088975906372
POCO#TRIPOD,1,finetune,19,0.4353480041027069,0.3535385727882385
POCO#TRIPOD,1,finetune,20,0.475044697523117,0.2518347799777984
POCO#TRIPOD,1,finetune,21,0.4700475037097931,0.2753936052322387
POCO#TRIPOD,1,finetune,22,0.4508216679096222,0.1988624632358551
POCO#TRIPOD,1,finetune,23,0.4300173223018646,0.2312192469835281
POCO#TRIPOD,1,finetune,24,0.4486508965492248,0.2659398317337036
POCO#TRIPOD,1,finetune,25,0.4159381091594696,0.178501546382904
POCO#TRIPOD,1,finetune,26,0.410908579826355,0.2222590446472168
POCO#TRIPOD,1,finetune,27,0.4073849320411682,0.2145387828350067
POCO#TRIPOD,1,finetune,28,0.4133266806602478,0.1675575375556945
POCO#TRIPOD,1,finetune,29,0.3876406550407409,0.1415298730134964
POCO#TRIPOD,1,finetune,30,0.3667559921741485,0.1633257269859314
POCO#TRIPOD,1,finetune,31,0.3924841284751892,0.2815011739730835
POCO#TRIPOD,1,finetune,32,0.3642283678054809,0.1614122092723846
POCO#TRIPOD,1,finetune,33,0.3678978085517883,0.134416401386261
POCO#TRIPOD,1,finetune,34,0.3567442297935486,0.1232884675264358
POCO#TRIPOD,1,finetune,35,0.3612934350967407,0.1755146533250808
POCO#TRIPOD,1,finetune,36,0.3670745491981506,0.1487927138805389
POCO#TRIPOD,1,finetune,37,0.3498102128505707,0.1208991557359695
POCO#TRIPOD,1,finetune,38,0.3553138375282287,0.1234452724456787
POCO#TRIPOD,1,finetune,39,0.3633149862289428,0.1634376347064972
POCO#TRIPOD,2,pretrain,0,0.7080883979797363,0.8836877942085266
POCO#TRIPOD,2,pretrain,1,0.53166663646698,0.8559117913246155
POCO#TRIPOD,2,pretrain,2,0.4687662422657013,0.8068076968193054
POCO#TRIPOD,2,pretrain,3,0.398104578256607,0.7261547446250916
POCO#TRIPOD,2,pretrain,4,0.324751615524292,0.6099076271057129
POCO#TRIPOD,2,pretrain,5,0.2534615993499756,0.4779081642627716
POCO#TRIPOD,2,pretrain,6,0.1933072507381439,0.3635933995246887
POCO#TRIPOD,2,pretrain,7,0.1509951800107956,0.2852092087268829
POCO#TRIPOD,2,pretrain,8,0.1204776391386985,0.230973407626152
POCO#TRIPOD,2,pretrain,9,0.0997715890407562,0.1935388594865799
POCO#TRIPOD,2,pretrain,10,0.0840753614902496,0.1717686951160431
POCO#TRIPOD,2,pretrain,11,0.0720861181616783,0.1621906012296676
POCO#TRIPOD,2,pretrain,12,0.0635903924703598,0.1513104438781738
POCO#TRIPOD,2,pretrain,13,0.0567747578024864,0.1465748399496078
POCO#TRIPOD,2,pretrain,14,0.0510454811155796,0.1421213746070861
POCO#TRIPOD,2,pretrain,15,0.0469471327960491,0.138067677617073
POCO#TRIPOD,2,pretrain,16,0.0426376946270465,0.1340270191431045
POCO#TRIPOD,2,pretrain,17,0.0395680181682109,0.1310989111661911
POCO#TRIPOD,2,pretrain,18,0.0369675979018211,0.1294217705726623
POCO#TRIPOD,2,pretrain,19,0.0352193228900432,0.1303879618644714
POCO#TRIPOD,2,pretrain,20,0.0340026803314685,0.1254457831382751
POCO#TRIPOD,2,pretrain,21,0.0321398079395294,0.1268896162509918
POCO#TRIPOD,2,pretrain,22,0.0299062319099903,0.122048296034336
POCO#TRIPOD,2,pretrain,23,0.0285372901707887,0.1279659122228622
POCO#TRIPOD,2,pretrain,24,0.0274335891008377,0.1192187964916229
POCO#TRIPOD,2,pretrain,25,0.0262383762747049,0.1233788281679153
POCO#TRIPOD,2,pretrain,26,0.0255968309938907,0.1171541959047317
POCO#TRIPOD,2,pretrain,27,0.025183480232954,0.1229758858680725
POCO#TRIPOD,2,pretrain,28,0.0248450469225645,0.1191419586539268
POCO#TRIPOD,2,pretrain,29,0.0242762695997953,0.1193709447979927
POCO#TRIPOD,2,finetune,0,8.14391040802002,9.825291633605955
POCO#TRIPOD,2,finetune,1,2.0618934631347656,5.9294962882995605
POCO#TRIPOD,2,finetune,2,1.5353248119354248,2.957251071929932
POCO#TRIPOD,2,finetune,3,1.4127196073532104,2.1049299240112305
POCO#TRIPOD,2,finetune,4,1.2080568075180054,1.212138056755066
POCO#TRIPOD,2,finetune,5,1.100799322128296,0.8252599239349365
POCO#TRIPOD,2,finetune,6,0.9682007431983948,0.5762631297111511
POCO#TRIPOD,2,finetune,7,0.94008606672287,0.4435173571109772
POCO#TRIPOD,2,finetune,8,0.8132377862930298,0.4891429841518402
POCO#TRIPOD,2,finetune,9,0.7494342923164368,0.5359886288642883
POCO#TRIPOD,2,finetune,10,0.7164139151573181,0.3555978834629059
POCO#TRIPOD,2,finetune,11,0.6752279996871948,0.3804745674133301
POCO#TRIPOD,2,finetune,12,0.6573214530944824,0.3025762736797333
POCO#TRIPOD,2,finetune,13,0.6144260168075562,0.2679703533649444
POCO#TRIPOD,2,finetune,14,0.6004510521888733,0.2335567474365234
POCO#TRIPOD,2,finetune,15,0.5644057989120483,0.2383074015378952
POCO#TRIPOD,2,finetune,16,0.542528510093689,0.2634170353412628
POCO#TRIPOD,2,finetune,17,0.524075448513031,0.3182859122753143
POCO#TRIPOD,2,finetune,18,0.5160209536552429,0.2383678406476974
POCO#TRIPOD,2,finetune,19,0.5090984106063843,0.2281997501850128
POCO#TRIPOD,2,finetune,20,0.4729623198509216,0.1897906064987182
POCO#TRIPOD,2,finetune,21,0.4873422980308532,0.2973853945732116
POCO#TRIPOD,2,finetune,22,0.4723340272903442,0.248785525560379
POCO#TRIPOD,2,finetune,23,0.4586160480976105,0.1913982331752777
POCO#TRIPOD,2,finetune,24,0.4337468445301056,0.1865695863962173
POCO#TRIPOD,2,finetune,25,0.4419865310192108,0.1887583434581756
POCO#TRIPOD,2,finetune,26,0.427887499332428,0.2175828516483307
POCO#TRIPOD,2,finetune,27,0.4022079408168793,0.1956245452165603
POCO#TRIPOD,2,finetune,28,0.4217671751976013,0.1644985079765319
POCO#TRIPOD,2,finetune,29,0.4222373068332672,0.1748758256435394
POCO#TRIPOD,2,finetune,30,0.3872316479682922,0.1830503344535827
POCO#TRIPOD,2,finetune,31,0.3897882997989654,0.1829660385847091
POCO#TRIPOD,2,finetune,32,0.4064698219299316,0.2258335202932357
POCO#TRIPOD,2,finetune,33,0.3800608813762665,0.1637682169675827
POCO#TRIPOD,2,finetune,34,0.402725487947464,0.1552674770355224
POCO#TRIPOD,2,finetune,35,0.3548527956008911,0.1506511867046356
POCO#TRIPOD,2,finetune,36,0.3650065064430237,0.1433005332946777
POCO#TRIPOD,2,finetune,37,0.3903316259384155,0.120086058974266
POCO#TRIPOD,2,finetune,38,0.3804933428764343,0.1321432590484619
POCO#TRIPOD,2,finetune,39,0.3654519319534302,0.1801805198192596
POCO#TRIPOD,3,pretrain,0,0.7073809504508972,0.8898628354072571
POCO#TRIPOD,3,pretrain,1,0.5229573249816895,0.8604838252067566
POCO#TRIPOD,3,pretrain,2,0.4717716872692108,0.8039426207542419
POCO#TRIPOD,3,pretrain,3,0.4194452464580536,0.7243555784225464
POCO#TRIPOD,3,pretrain,4,0.3616631925106048,0.6389164328575134
POCO#TRIPOD,3,pretrain,5,0.289765328168869,0.5055477023124695
POCO#TRIPOD,3,pretrain,6,0.212713211774826,0.3746806383132934
POCO#TRIPOD,3,pretrain,7,0.1566572040319442,0.2938104271888733
POCO#TRIPOD,3,pretrain,8,0.1195942237973213,0.2339366972446441
POCO#TRIPOD,3,pretrain,9,0.0954164490103721,0.196296289563179
POCO#TRIPOD,3,pretrain,10,0.0787017196416854,0.1763609051704406
POCO#TRIPOD,3,pretrain,11,0.0668116733431816,0.1648897379636764
POCO#TRIPOD,3,pretrain,12,0.0583484359085559,0.1518249064683914
POCO#TRIPOD,3,pretrain,13,0.0517648756504058,0.146592378616333
POCO#TRIPOD,3,pretrain,14,0.0464311689138412,0.1440010517835617
POCO#TRIPOD,3,pretrain,15,0.0423738621175289,0.1396418660879135
POCO#TRIPOD,3,pretrain,16,0.0387180149555206,0.1361477524042129
POCO#TRIPOD,3,pretrain,17,0.0360101386904716,0.1341979950666427
POCO#TRIPOD,3,pretrain,18,0.033557541668415,0.1328309923410415
POCO#TRIPOD,3,pretrain,19,0.0316872708499431,0.1321668326854705
POCO#TRIPOD,3,pretrain,20,0.0300263203680515,0.1302331537008285
POCO#TRIPOD,3,pretrain,21,0.0284994151443243,0.1281388252973556
POCO#TRIPOD,3,pretrain,22,0.027376864105463,0.1294989585876464
POCO#TRIPOD,3,pretrain,23,0.0265616420656442,0.1288291960954666
POCO#TRIPOD,3,pretrain,24,0.0257189255207777,0.1263927966356277
POCO#TRIPOD,3,pretrain,25,0.0248756911605596,0.1238656416535377
POCO#TRIPOD,3,pretrain,26,0.0245320592075586,0.1259851902723312
POCO#TRIPOD,3,pretrain,27,0.0241006650030612,0.1214962676167488
POCO#TRIPOD,3,pretrain,28,0.0243660416454076,0.1236078143119812
POCO#TRIPOD,3,pretrain,29,0.0241884123533964,0.1197511404752731
POCO#TRIPOD,3,finetune,0,8.117341995239258,12.447595596313477
POCO#TRIPOD,3,finetune,1,2.14068603515625,5.507900714874268
POCO#TRIPOD,3,finetune,2,1.5531519651412964,2.791726589202881
POCO#TRIPOD,3,finetune,3,1.376779317855835,1.785061240196228
POCO#TRIPOD,3,finetune,4,1.1769239902496338,0.8346959352493286
POCO#TRIPOD,3,finetune,5,1.0201317071914673,1.2731837034225464
POCO#TRIPOD,3,finetune,6,0.9571112394332886,0.7315462827682495
POCO#TRIPOD,3,finetune,7,0.9221469163894652,0.5541679263114929
POCO#TRIPOD,3,finetune,8,0.8554723262786865,0.3636768758296966
POCO#TRIPOD,3,finetune,9,0.7380445599555969,0.3411043286323547
POCO#TRIPOD,3,finetune,10,0.6981077194213867,0.3557812571525574
POCO#TRIPOD,3,finetune,11,0.6698107123374939,0.3132094740867615
POCO#TRIPOD,3,finetune,12,0.6593960523605347,0.2933945655822754
POCO#TRIPOD,3,finetune,13,0.6071128249168396,0.2869895100593567
POCO#TRIPOD,3,finetune,14,0.5783801674842834,0.2560752630233764
POCO#TRIPOD,3,finetune,15,0.5687978267669678,0.2581709027290344
POCO#TRIPOD,3,finetune,16,0.5121729373931885,0.2626174688339233
POCO#TRIPOD,3,finetune,17,0.5331217050552368,0.2358960658311844
POCO#TRIPOD,3,finetune,18,0.514729380607605,0.2661177515983581
POCO#TRIPOD,3,finetune,19,0.4806583225727081,0.2394383400678634
POCO#TRIPOD,3,finetune,20,0.4636228680610657,0.2998908758163452
POCO#TRIPOD,3,finetune,21,0.4622533321380615,0.2701191306114197
POCO#TRIPOD,3,finetune,22,0.4881225824356079,0.2581543624401092
POCO#TRIPOD,3,finetune,23,0.447778582572937,0.2006799727678299
POCO#TRIPOD,3,finetune,24,0.4339975714683532,0.1996709555387497
POCO#TRIPOD,3,finetune,25,0.4112704992294311,0.2001901566982269
POCO#TRIPOD,3,finetune,26,0.4238889217376709,0.2360167205333709
POCO#TRIPOD,3,finetune,27,0.4307741820812225,0.2526024281978607
POCO#TRIPOD,3,finetune,28,0.4120776951313019,0.2177710533142089
POCO#TRIPOD,3,finetune,29,0.4133708775043487,0.1808903515338897
POCO#TRIPOD,3,finetune,30,0.3919622302055359,0.2476039975881576
POCO#TRIPOD,3,finetune,31,0.3894976079463959,0.2052052915096283
POCO#TRIPOD,3,finetune,32,0.3809166848659515,0.1760478764772415
POCO#TRIPOD,3,finetune,33,0.3567038178443908,0.2094501405954361
POCO#TRIPOD,3,finetune,34,0.3645525276660919,0.185956209897995
POCO#TRIPOD,3,finetune,35,0.3701421320438385,0.1891234070062637
POCO#TRIPOD,3,finetune,36,0.3770058453083038,0.237186849117279
POCO#TRIPOD,3,finetune,37,0.3655777275562286,0.1745078563690185
POCO#TRIPOD,3,finetune,38,0.3628718554973602,0.2037774920463562
POCO#TRIPOD,3,finetune,39,0.3572853505611419,0.1782682836055755
POCO#TRIPOD,4,pretrain,0,0.6447991728782654,0.8720496892929077
POCO#TRIPOD,4,pretrain,1,0.5020415186882019,0.8320238590240479
POCO#TRIPOD,4,pretrain,2,0.3964312672615051,0.7647740840911865
POCO#TRIPOD,4,pretrain,3,0.2601743340492248,0.6184414625167847
POCO#TRIPOD,4,pretrain,4,0.1721037477254867,0.4516582190990448
POCO#TRIPOD,4,pretrain,5,0.1234939023852348,0.3445031940937042
POCO#TRIPOD,4,pretrain,6,0.0953047573566436,0.2547997832298279
POCO#TRIPOD,4,pretrain,7,0.0772497802972793,0.2046495378017425
POCO#TRIPOD,4,pretrain,8,0.0647826045751571,0.1685764789581298
POCO#TRIPOD,4,pretrain,9,0.0559784136712551,0.147242933511734
POCO#TRIPOD,4,pretrain,10,0.0492138750851154,0.1300639659166336
POCO#TRIPOD,4,pretrain,11,0.0437873303890228,0.1251298636198043
POCO#TRIPOD,4,pretrain,12,0.0396555326879024,0.1199747771024704
POCO#TRIPOD,4,pretrain,13,0.0362427234649658,0.1181516125798225
POCO#TRIPOD,4,pretrain,14,0.0336849950253963,0.1142166405916214
POCO#TRIPOD,4,pretrain,15,0.0315747521817684,0.1167147234082222
POCO#TRIPOD,4,pretrain,16,0.0318495519459247,0.1104275956749916
POCO#TRIPOD,4,pretrain,17,0.029632294550538,0.1127976104617118
POCO#TRIPOD,4,pretrain,18,0.0283261630684137,0.1095208898186683
POCO#TRIPOD,4,pretrain,19,0.0261206626892089,0.1134778559207916
POCO#TRIPOD,4,pretrain,20,0.0247011538594961,0.1077980101108551
POCO#TRIPOD,4,pretrain,21,0.0238205436617136,0.1118908375501632
POCO#TRIPOD,4,pretrain,22,0.02366354316473,0.1098273918032646
POCO#TRIPOD,4,pretrain,23,0.0236113853752613,0.1104776635766029
POCO#TRIPOD,4,pretrain,24,0.0228112637996673,0.110118344426155
POCO#TRIPOD,4,pretrain,25,0.0225889887660741,0.1041843518614769
POCO#TRIPOD,4,pretrain,26,0.0222312174737453,0.1076034680008888
POCO#TRIPOD,4,pretrain,27,0.022142581641674,0.1053598746657371
POCO#TRIPOD,4,pretrain,28,0.0215479768812656,0.1010474562644958
POCO#TRIPOD,4,pretrain,29,0.0208435431122779,0.1019593849778175
POCO#TRIPOD,4,finetune,0,7.239619731903076,12.989219665527344
POCO#TRIPOD,4,finetune,1,1.8050428628921509,6.70893669128418
POCO#TRIPOD,4,finetune,2,1.4240362644195557,4.47463321685791
POCO#TRIPOD,4,finetune,3,1.282425045967102,2.351918935775757
POCO#TRIPOD,4,finetune,4,1.072012424468994,1.7799556255340576
POCO#TRIPOD,4,finetune,5,0.9307957887649536,1.320542812347412
POCO#TRIPOD,4,finetune,6,0.9077091813087464,0.6945435404777527
POCO#TRIPOD,4,finetune,7,0.8557378053665161,0.5141629576683044
POCO#TRIPOD,4,finetune,8,0.7495417594909668,0.4378544092178345
POCO#TRIPOD,4,finetune,9,0.7152736783027649,0.5040562748908997
POCO#TRIPOD,4,finetune,10,0.6854982376098633,0.4944896996021271
POCO#TRIPOD,4,finetune,11,0.6392836570739746,0.2800792157649994
POCO#TRIPOD,4,finetune,12,0.6104124784469604,0.3098669052124023
POCO#TRIPOD,4,finetune,13,0.6245713829994202,0.353721559047699
POCO#TRIPOD,4,finetune,14,0.5828295350074768,0.2495581358671188
POCO#TRIPOD,4,finetune,15,0.5623378753662109,0.2475209832191467
POCO#TRIPOD,4,finetune,16,0.518058180809021,0.253802090883255
POCO#TRIPOD,4,finetune,17,0.5025400519371033,0.2287925034761428
POCO#TRIPOD,4,finetune,18,0.5115770697593689,0.2440542727708816
POCO#TRIPOD,4,finetune,19,0.5009307265281677,0.2065157145261764
POCO#TRIPOD,4,finetune,20,0.4572087824344635,0.2370632588863372
POCO#TRIPOD,4,finetune,21,0.4742920696735382,0.1998052448034286
POCO#TRIPOD,4,finetune,22,0.4314602017402649,0.2184013873338699
POCO#TRIPOD,4,finetune,23,0.427047848701477,0.3042457103729248
POCO#TRIPOD,4,finetune,24,0.4091706573963165,0.221930980682373
POCO#TRIPOD,4,finetune,25,0.4315624535083771,0.1626983433961868
POCO#TRIPOD,4,finetune,26,0.4183840155601501,0.2208913117647171
POCO#TRIPOD,4,finetune,27,0.4045097231864929,0.1637688726186752
POCO#TRIPOD,4,finetune,28,0.4270448088645935,0.1572670936584472
POCO#TRIPOD,4,finetune,29,0.3867343962192535,0.1779428422451019
POCO#TRIPOD,4,finetune,30,0.3741966187953949,0.1478672176599502
POCO#TRIPOD,4,finetune,31,0.3996060490608215,0.1402194052934646
POCO#TRIPOD,4,finetune,32,0.4000365436077118,0.1236654818058013
POCO#TRIPOD,4,finetune,33,0.386856198310852,0.1600422412157058
POCO#TRIPOD,4,finetune,34,0.3542607426643371,0.1489461958408355
POCO#TRIPOD,4,finetune,35,0.3913838863372803,0.1426776796579361
POCO#TRIPOD,4,finetune,36,0.378484308719635,0.1488936096429824
POCO#TRIPOD,4,finetune,37,0.3596780598163605,0.1456319540739059
POCO#TRIPOD,4,finetune,38,0.3647630512714386,0.13462695479393
POCO#TRIPOD,4,finetune,39,0.3482000529766083,0.1455912590026855
SAMSUNG#STANDING,0,pretrain,0,0.1622092574834823,0.7530957460403442
SAMSUNG#STANDING,0,pretrain,1,0.0463045202195644,0.6140052080154419
SAMSUNG#STANDING,0,pretrain,2,0.0383656211197376,0.4615573287010193
SAMSUNG#STANDING,0,pretrain,3,0.0340446941554546,0.319986492395401
SAMSUNG#STANDING,0,pretrain,4,0.0312317870557308,0.2131341844797134
SAMSUNG#STANDING,0,pretrain,5,0.0289750359952449,0.1432500332593917
SAMSUNG#STANDING,0,pretrain,6,0.0270236562937498,0.092239923775196
SAMSUNG#STANDING,0,pretrain,7,0.0253933202475309,0.0654968917369842
SAMSUNG#STANDING,0,pretrain,8,0.0237764716148376,0.0475525222718715
SAMSUNG#STANDING,0,pretrain,9,0.0227067042142152,0.0447484217584133
SAMSUNG#STANDING,0,pretrain,10,0.0217898003756999,0.0382034704089164
SAMSUNG#STANDING,0,pretrain,11,0.0212146267294883,0.0390757471323013
SAMSUNG#STANDING,0,pretrain,12,0.020095182582736,0.0373166054487228
SAMSUNG#STANDING,0,pretrain,13,0.0187034383416175,0.0372648276388645
SAMSUNG#STANDING,0,pretrain,14,0.0175762027502059,0.0380457527935504
SAMSUNG#STANDING,0,pretrain,15,0.0161885879933834,0.0341361463069915
SAMSUNG#STANDING,0,pretrain,16,0.0146801881492137,0.0335228480398654
SAMSUNG#STANDING,0,pretrain,17,0.0136158876121044,0.0348282419145107
SAMSUNG#STANDING,0,pretrain,18,0.0133577277883887,0.034686479717493
SAMSUNG#STANDING,0,pretrain,19,0.0129789318889379,0.0409823134541511
SAMSUNG#STANDING,0,pretrain,20,0.0129214255139231,0.0352139472961425
SAMSUNG#STANDING,0,pretrain,21,0.0130197023972868,0.0376086011528968
SAMSUNG#STANDING,0,pretrain,22,0.0118556814268231,0.0332407504320144
SAMSUNG#STANDING,0,pretrain,23,0.0107398126274347,0.0322705209255218
SAMSUNG#STANDING,0,pretrain,24,0.0102505953982472,0.031471598893404
SAMSUNG#STANDING,0,pretrain,25,0.00992426648736,0.0318883210420608
SAMSUNG#STANDING,0,pretrain,26,0.0098076341673731,0.0322110392153263
SAMSUNG#STANDING,0,pretrain,27,0.0097074946388602,0.0313299559056758
SAMSUNG#STANDING,0,pretrain,28,0.0093924859538674,0.0305919833481311
SAMSUNG#STANDING,0,pretrain,29,0.0089315408840775,0.0317023247480392
SAMSUNG#STANDING,0,finetune,0,6.368967533111572,14.677353858947754
SAMSUNG#STANDING,0,finetune,1,1.5321382284164429,7.349562644958496
SAMSUNG#STANDING,0,finetune,2,1.2215157747268677,3.720125675201416
SAMSUNG#STANDING,0,finetune,3,1.0654544830322266,2.011543035507202
SAMSUNG#STANDING,0,finetune,4,0.9337589144706726,1.2749241590499878
SAMSUNG#STANDING,0,finetune,5,0.8364424109458923,0.9041470885276794
SAMSUNG#STANDING,0,finetune,6,0.8005087971687317,0.5453788042068481
SAMSUNG#STANDING,0,finetune,7,0.7550143599510193,0.5550394654273987
SAMSUNG#STANDING,0,finetune,8,0.6796064376831055,0.468434065580368
SAMSUNG#STANDING,0,finetune,9,0.6318120956420898,0.1393994241952896
SAMSUNG#STANDING,0,finetune,10,0.5985841155052185,0.3448084890842438
SAMSUNG#STANDING,0,finetune,11,0.6296677589416504,0.236601784825325
SAMSUNG#STANDING,0,finetune,12,0.562425434589386,0.2186091095209121
SAMSUNG#STANDING,0,finetune,13,0.5708547830581665,0.292574793100357
SAMSUNG#STANDING,0,finetune,14,0.5040190815925598,0.1510702222585678
SAMSUNG#STANDING,0,finetune,15,0.5217387080192566,0.2364796698093414
SAMSUNG#STANDING,0,finetune,16,0.4995840191841125,0.2100564241409301
SAMSUNG#STANDING,0,finetune,17,0.4869028627872467,0.2432600855827331
SAMSUNG#STANDING,1,pretrain,0,0.1430653631687164,0.7686537504196167
SAMSUNG#STANDING,1,pretrain,1,0.0465013645589351,0.6228708624839783
SAMSUNG#STANDING,1,pretrain,2,0.0387576594948768,0.4763124883174896
SAMSUNG#STANDING,1,pretrain,3,0.0343860685825347,0.3404512703418731
SAMSUNG#STANDING,1,pretrain,4,0.0314244292676448,0.2267060726881027
SAMSUNG#STANDING,1,pretrain,5,0.028986508026719,0.1463946402072906
SAMSUNG#STANDING,1,pretrain,6,0.0270320456475019,0.0978628769516944
SAMSUNG#STANDING,1,pretrain,7,0.0253046602010726,0.0685714036226272
SAMSUNG#STANDING,1,pretrain,8,0.0237570628523826,0.0541534535586833
SAMSUNG#STANDING,1,pretrain,9,0.022446347400546,0.0473296456038951
SAMSUNG#STANDING,1,pretrain,10,0.0212865602225065,0.0405907966196537
SAMSUNG#STANDING,1,pretrain,11,0.0202193930745124,0.0405468940734863
SAMSUNG#STANDING,1,pretrain,12,0.0194610189646482,0.0412200577557086
SAMSUNG#STANDING,1,pretrain,13,0.0187316052615642,0.0385074280202388
SAMSUNG#STANDING,1,pretrain,14,0.0180000681430101,0.0404953807592392
SAMSUNG#STANDING,1,pretrain,15,0.016921330243349,0.0376517549157142
SAMSUNG#STANDING,1,pretrain,16,0.0162044763565063,0.0410585589706897
SAMSUNG#STANDING,1,pretrain,17,0.0153238484635949,0.0395397692918777
