train_set,seed,phase,epoch,loss,val_loss
POCO#STANDING,2,pretrain,7,0.1138223186135292,0.2242471128702163
POCO#STANDING,2,pretrain,8,0.0912813395261764,0.1818806380033493
POCO#STANDING,2,pretrain,9,0.0765137523412704,0.157719612121582
POCO#STANDING,2,pretrain,10,0.065383680164814,0.1448566615581512
POCO#STANDING,2,pretrain,11,0.0572302937507629,0.1362055987119674
POCO#STANDING,2,pretrain,12,0.0507581494748592,0.129396766424179
POCO#STANDING,2,pretrain,13,0.0455159433186054,0.1240200027823448
POCO#STANDING,2,pretrain,14,0.0412792079150676,0.1212788522243499
POCO#STANDING,2,pretrain,15,0.0377990007400512,0.1179359331727027
POCO#STANDING,2,pretrain,16,0.0348214916884899,0.1156349703669548
POCO#STANDING,2,pretrain,17,0.0322832427918911,0.113103799521923
POCO#STANDING,2,pretrain,18,0.0301797296851873,0.1108925715088844
POCO#STANDING,2,pretrain,19,0.0282740350812673,0.108302041888237
POCO#STANDING,2,pretrain,20,0.0265922360122203,0.1073303520679473
POCO#STANDING,2,pretrain,21,0.0252112112939357,0.105544626712799
POCO#STANDING,2,pretrain,22,0.0238514114171266,0.1041107848286628
POCO#STANDING,2,pretrain,23,0.0227278005331754,0.1030690446496009
POCO#STANDING,2,pretrain,24,0.0217209849506616,0.1022317185997963
POCO#STANDING,2,pretrain,25,0.0207816231995821,0.1027178615331649
POCO#STANDING,2,pretrain,26,0.0200916025787591,0.1015530303120613
POCO#STANDING,2,pretrain,27,0.0194293074309825,0.1009077876806259
POCO#STANDING,2,pretrain,28,0.019159510731697,0.0994526147842407
POCO#STANDING,2,pretrain,29,0.0192074123769998,0.1003380715847015
POCO#STANDING,2,finetune,0,7.723720550537109,11.478922843933104
POCO#STANDING,2,finetune,1,2.03595232963562,7.1015801429748535
POCO#STANDING,2,finetune,2,1.5845813751220703,2.715243339538574
POCO#STANDING,2,finetune,3,1.3630928993225098,1.359769344329834
POCO#STANDING,2,finetune,4,1.1954190731048584,0.8749409914016724
POCO#STANDING,2,finetune,5,1.0045021772384644,0.4489452242851257
POCO#STANDING,2,finetune,6,0.9075310230255128,0.3804060518741607
POCO#STANDING,2,finetune,7,0.8568939566612244,0.3821250200271606
POCO#STANDING,2,finetune,8,0.8211261630058289,0.3121045231819153
POCO#STANDING,2,finetune,9,0.7524742484092712,0.3091545403003692
POCO#STANDING,2,finetune,10,0.711121141910553,0.3505457043647766
POCO#STANDING,2,finetune,11,0.6609885096549988,0.4074187278747558
POCO#STANDING,2,finetune,12,0.6571575403213501,0.2792215049266815
POCO#STANDING,2,finetune,13,0.6044539213180542,0.3099129498004913
POCO#STANDING,2,finetune,14,0.5630868077278137,0.294250339269638
POCO#STANDING,2,finetune,15,0.557903528213501,0.2796830832958221
POCO#STANDING,2,finetune,16,0.5530216693878174,0.2414406538009643
POCO#STANDING,2,finetune,17,0.5118044018745422,0.2641017138957977
POCO#STANDING,2,finetune,18,0.5597126483917236,0.2664537727832794
POCO#STANDING,2,finetune,19,0.523277759552002,0.33966726064682
POCO#STANDING,2,finetune,20,0.5275404453277588,0.2316309511661529
POCO#STANDING,2,finetune,21,0.4771357476711273,0.2349790930747985
POCO#STANDING,2,finetune,22,0.4552779793739319,0.2043563574552536
POCO#STANDING,2,finetune,23,0.4482560753822326,0.220659926533699
POCO#STANDING,2,finetune,24,0.4388238489627838,0.2199272811412811
POCO#STANDING,2,finetune,25,0.4349367320537567,0.2239748984575271
POCO#STANDING,2,finetune,26,0.4515669345855713,0.2085149735212326
POCO#STANDING,2,finetune,27,0.4456474184989929,0.2049636840820312
POCO#STANDING,2,finetune,28,0.4162785708904266,0.2170440852642059
POCO#STANDING,2,finetune,29,0.4103484451770782,0.2143163383007049
POCO#STANDING,2,finetune,30,0.4126277863979339,0.1975686401128769
POCO#STANDING,2,finetune,31,0.410422682762146,0.192255362868309
POCO#STANDING,2,finetune,32,0.4160347878932953,0.1588765978813171
POCO#STANDING,2,finetune,33,0.3973255753517151,0.2004873603582382
POCO#STANDING,2,finetune,34,0.3886535763740539,0.1718656420707702
POCO#STANDING,2,finetune,35,0.3950508236885071,0.1824299395084381
POCO#STANDING,2,finetune,36,0.3716458082199096,0.1863630264997482
POCO#STANDING,2,finetune,37,0.3683068454265594,0.1876266002655029
POCO#STANDING,2,finetune,38,0.366106241941452,0.162967711687088
POCO#STANDING,2,finetune,39,0.3515209257602691,0.1654284447431564
POCO#STANDING,3,pretrain,0,0.7211666703224182,0.8992255330085754
POCO#STANDING,3,pretrain,1,0.5514895915985107,0.8556391000747681
POCO#STANDING,3,pretrain,2,0.4921924769878387,0.7843448519706726
POCO#STANDING,3,pretrain,3,0.4263812303543091,0.6740927696228027
POCO#STANDING,3,pretrain,4,0.3451652228832245,0.5385085344314575
POCO#STANDING,3,pretrain,5,0.2514920532703399,0.3908208310604095
POCO#STANDING,3,pretrain,6,0.1774756163358688,0.2924151718616485
POCO#STANDING,3,pretrain,7,0.1308628320693969,0.2239788621664047
POCO#STANDING,3,pretrain,8,0.1011259630322456,0.186599388718605
POCO#STANDING,3,pretrain,9,0.0821833908557891,0.164184421300888
POCO#STANDING,3,pretrain,10,0.0687911137938499,0.1490198820829391
POCO#STANDING,3,pretrain,11,0.0595433339476585,0.1405039280653
POCO#STANDING,3,pretrain,12,0.0519286580383777,0.1354353725910186
POCO#STANDING,3,pretrain,13,0.0460820384323596,0.130510926246643
POCO#STANDING,3,pretrain,14,0.0413639247417449,0.1277154833078384
POCO#STANDING,3,pretrain,15,0.0375169180333614,0.1238325908780098
POCO#STANDING,3,pretrain,16,0.0343633629381656,0.1221963688731193
POCO#STANDING,3,pretrain,17,0.0315902233123779,0.1196441426873207
POCO#STANDING,3,pretrain,18,0.0293172057718038,0.1184995621442794
POCO#STANDING,3,pretrain,19,0.027390394359827,0.1162475794553756
POCO#STANDING,3,pretrain,20,0.0257669147104024,0.1157658249139785
POCO#STANDING,3,pretrain,21,0.0243690349161624,0.1147812977433204
POCO#STANDING,3,pretrain,22,0.0232336446642875,0.1146769747138023
POCO#STANDING,3,pretrain,23,0.0222047343850135,0.1128948852419853
POCO#STANDING,3,pretrain,24,0.0213998593389987,0.1108091175556182
POCO#STANDING,3,pretrain,25,0.0208998806774616,0.1120363920927047
POCO#STANDING,3,pretrain,26,0.0204313434660434,0.1106867641210556
POCO#STANDING,3,pretrain,27,0.0202979110181331,0.112142838537693
POCO#STANDING,3,pretrain,28,0.0201534181833267,0.1086734011769294
POCO#STANDING,3,pretrain,29,0.0203674864023923,0.1101835221052169
POCO#STANDING,3,finetune,0,9.04684352874756,11.179730415344238
POCO#STANDING,3,finetune,1,2.089404582977295,6.497856616973877
POCO#STANDING,3,finetune,2,1.6711640357971191,3.4686594009399414
POCO#STANDING,3,finetune,3,1.396379470825195,1.854994297027588
POCO#STANDING,3,finetune,4,1.142498254776001,1.164746642112732
POCO#STANDING,3,finetune,5,1.0274920463562012,0.798154890537262
POCO#STANDING,3,finetune,6,0.991645872592926,0.5522867441177368
POCO#STANDING,3,finetune,7,0.8659840226173401,0.412540078163147
POCO#STANDING,3,finetune,8,0.7711652517318726,0.4321798384189605
POCO#STANDING,3,finetune,9,0.7607294917106628,0.4472667574882507
POCO#STANDING,3,finetune,10,0.684579074382782,0.3804654479026794
POCO#STANDING,3,finetune,11,0.6638386249542236,0.4248121380805969
POCO#STANDING,3,finetune,12,0.6569965481758118,0.3132243156433105
POCO#STANDING,3,finetune,13,0.6407367587089539,0.329357385635376
POCO#STANDING,3,finetune,14,0.5811024308204651,0.3397185802459717
POCO#STANDING,3,finetune,15,0.5590366125106812,0.3406436443328857
POCO#STANDING,3,finetune,16,0.5493660569190979,0.3938162326812744
POCO#STANDING,3,finetune,17,0.5455828905105591,0.2634581327438354
POCO#STANDING,3,finetune,18,0.5028253793716431,0.2872026860713959
POCO#STANDING,3,finetune,19,0.5099309086799622,0.2607708871364593
POCO#STANDING,3,finetune,20,0.4959836900234222,0.2602142095565796
POCO#STANDING,3,finetune,21,0.4819324612617492,0.2329553514719009
POCO#STANDING,3,finetune,22,0.4800784587860107,0.245341345667839
POCO#STANDING,3,finetune,23,0.4698003530502319,0.2580684423446655
POCO#STANDING,3,finetune,24,0.4622512459754944,0.2644725739955902
POCO#STANDING,3,finetune,25,0.4608956277370453,0.2733771800994873
POCO#STANDING,3,finetune,26,0.4340093433856964,0.2236449122428894
POCO#STANDING,3,finetune,27,0.4420264959335327,0.2903510928153991
POCO#STANDING,3,finetune,28,0.4229920506477356,0.2721873521804809
POCO#STANDING,3,finetune,29,0.4369381368160248,0.2479820847511291
POCO#STANDING,3,finetune,30,0.3828072249889374,0.2222823947668075
POCO#STANDING,3,finetune,31,0.4385034143924713,0.2401470690965652
POCO#STANDING,3,finetune,32,0.4147223532199859,0.1979146897792816
POCO#STANDING,3,finetune,33,0.3910506665706634,0.2190761417150497
POCO#STANDING,3,finetune,34,0.4209227859973907,0.2205478847026825
POCO#STANDING,3,finetune,35,0.3896365463733673,0.201324313879013
POCO#STANDING,3,finetune,36,0.3967411518096924,0.231772243976593
POCO#STANDING,3,finetune,37,0.376212477684021,0.1927233934402465
POCO#STANDING,3,finetune,38,0.3770835399627685,0.1946068704128265
POCO#STANDING,3,finetune,39,0.361551433801651,0.2049019783735275
POCO#STANDING,4,pretrain,0,0.6739691495895386,0.8635764718055725
POCO#STANDING,4,pretrain,1,0.5259970426559448,0.8109222650527954
POCO#STANDING,4,pretrain,2,0.3967857658863067,0.7350099682807922
POCO#STANDING,4,pretrain,3,0.2421344518661499,0.5871894359588623
POCO#STANDING,4,pretrain,4,0.1531784236431121,0.4406336843967438
POCO#STANDING,4,pretrain,5,0.1085108667612075,0.3219968974590301
POCO#STANDING,4,pretrain,6,0.0839109942317009,0.2364824414253235
POCO#STANDING,4,pretrain,7,0.0678022801876068,0.1862790733575821
POCO#STANDING,4,pretrain,8,0.0569467097520828,0.1578162014484405
POCO#STANDING,4,pretrain,9,0.0487367175519466,0.138217031955719
POCO#STANDING,4,pretrain,10,0.0425208918750286,0.128766268491745
POCO#STANDING,4,pretrain,11,0.0377280786633491,0.1231377199292182
POCO#STANDING,4,pretrain,12,0.0339499078691005,0.1158894151449203
POCO#STANDING,4,pretrain,13,0.0308535266667604,0.1106664091348648
POCO#STANDING,4,pretrain,14,0.0284082572907209,0.1105670928955078
POCO#STANDING,4,pretrain,15,0.026292186230421,0.1092573404312133
POCO#STANDING,4,pretrain,16,0.0245137624442577,0.1056325212121009
POCO#STANDING,4,pretrain,17,0.0229521580040454,0.103844366967678
POCO#STANDING,4,pretrain,18,0.0217007044702768,0.1023051887750625
POCO#STANDING,4,pretrain,19,0.0206670630723238,0.1002402901649475
POCO#STANDING,4,pretrain,20,0.0200063996016979,0.0997592806816101
POCO#STANDING,4,pretrain,21,0.0196452047675848,0.0969741493463516
POCO#STANDING,4,pretrain,22,0.0196169074624776,0.0989637896418571
POCO#STANDING,4,pretrain,23,0.0197541546076536,0.097925379872322
POCO#STANDING,4,pretrain,24,0.0208356603980064,0.1009416729211807
POCO#STANDING,4,pretrain,25,0.0222079548984766,0.10164525359869
POCO#STANDING,4,pretrain,26,0.0237289126962423,0.0974098443984985
POCO#STANDING,4,pretrain,27,0.0227956529706716,0.0926706716418266
POCO#STANDING,4,pretrain,28,0.0215613115578889,0.0902358144521713
POCO#STANDING,4,pretrain,29,0.0203454531729221,0.0869052112102508
POCO#STANDING,4,finetune,0,6.780796527862549,9.106496810913086
POCO#STANDING,4,finetune,1,1.6942425966262815,6.004584789276123
POCO#STANDING,4,finetune,2,1.4088587760925293,2.7621004581451416
POCO#STANDING,4,finetune,3,1.231370449066162,1.5347192287445068
POCO#STANDING,4,finetune,4,1.0617759227752686,0.9047203660011292
POCO#STANDING,4,finetune,5,0.8864604830741882,0.5740423798561096
POCO#STANDING,4,finetune,6,0.8697288036346436,0.500514805316925
POCO#STANDING,4,finetune,7,0.7761334180831909,0.4781052470207214
POCO#STANDING,4,finetune,8,0.7290374636650085,0.3780366778373718
POCO#STANDING,4,finetune,9,0.6813969016075134,0.4134460091590881
POCO#STANDING,4,finetune,10,0.6914898157119751,0.5004592537879944
POCO#STANDING,4,finetune,11,0.654261589050293,0.4663549363613128
POCO#STANDING,4,finetune,12,0.6192783117294312,0.3436395823955536
POCO#STANDING,4,finetune,13,0.5957968235015869,0.401128202676773
POCO#STANDING,4,finetune,14,0.5821864008903503,0.3273915648460388
POCO#STANDING,4,finetune,15,0.5221812129020691,0.3079273402690887
POCO#STANDING,4,finetune,16,0.4896351993083954,0.2820441424846649
POCO#STANDING,4,finetune,17,0.5231233835220337,0.2669832408428192
POCO#STANDING,4,finetune,18,0.4945247769355774,0.2742430567741394
POCO#STANDING,4,finetune,19,0.4714506864547729,0.2478957623243332
POCO#STANDING,4,finetune,20,0.4479396343231201,0.2579737305641174
POCO#STANDING,4,finetune,21,0.4705739021301269,0.2731529474258423
POCO#STANDING,4,finetune,22,0.4771987497806549,0.2916029691696167
POCO#STANDING,4,finetune,23,0.4311775863170624,0.2846884727478027
POCO#STANDING,4,finetune,24,0.4324349462985992,0.2287130355834961
POCO#STANDING,4,finetune,25,0.4447450339794159,0.2454544901847839
POCO#STANDING,4,finetune,26,0.405526727437973,0.238256573677063
POCO#STANDING,4,finetune,27,0.4013635218143463,0.2348074316978454
POCO#STANDING,4,finetune,28,0.3936355412006378,0.2328830361366272
POCO#STANDING,4,finetune,29,0.4299533665180206,0.2360852062702179
POCO#STANDING,4,finetune,30,0.3836274743080139,0.2090602368116378
POCO#STANDING,4,finetune,31,0.4109374284744262,0.2540116310119629
POCO#STANDING,4,finetune,32,0.3876410722732544,0.2029915452003479
POCO#STANDING,4,finetune,33,0.3877125382423401,0.3203079104423523
POCO#STANDING,4,finetune,34,0.3873772025108337,0.2185797095298767
POCO#STANDING,4,finetune,35,0.3718502521514892,0.2158359587192535
POCO#STANDING,4,finetune,36,0.3541459143161773,0.2794960737228393
POCO#STANDING,4,finetune,37,0.3818755447864532,0.2056057900190353
POCO#STANDING,4,finetune,38,0.3572810292243957,0.1799336075782776
POCO#STANDING,4,finetune,39,0.3603544235229492,0.1772579550743103
POCO#TRIPOD,0,pretrain,0,0.6873396039009094,0.8538123965263367
POCO#TRIPOD,0,pretrain,1,0.5160712003707886,0.8164235353469849
POCO#TRIPOD,0,pretrain,2,0.4227830171585083,0.7397462725639343
POCO#TRIPOD,0,pretrain,3,0.3149827718734741,0.6466687321662903
POCO#TRIPOD,0,pretrain,4,0.2386515736579895,0.5460972189903259
POCO#TRIPOD,0,pretrain,5,0.1872683018445968,0.4463057816028595
POCO#TRIPOD,0,pretrain,6,0.1501754969358444,0.350757360458374
POCO#TRIPOD,0,pretrain,7,0.1226580739021301,0.2812100648880005
POCO#TRIPOD,0,pretrain,8,0.1017143651843071,0.2293689101934433
POCO#TRIPOD,0,pretrain,9,0.0858206450939178,0.1969250440597534
POCO#TRIPOD,0,pretrain,10,0.0737316533923149,0.1715024560689926
POCO#TRIPOD,0,pretrain,11,0.0642578452825546,0.1594753265380859
POCO#TRIPOD,0,pretrain,12,0.0570402443408966,0.1514919102191925
POCO#TRIPOD,0,pretrain,13,0.0513221397995948,0.1438844203948974
POCO#TRIPOD,0,pretrain,14,0.0468439720571041,0.1387922018766403
POCO#TRIPOD,0,pretrain,15,0.0427909791469574,0.135452538728714
POCO#TRIPOD,0,pretrain,16,0.0395655557513237,0.1322540491819381
POCO#TRIPOD,0,pretrain,17,0.0367226190865039,0.1305290609598159
POCO#TRIPOD,0,pretrain,18,0.0343054793775081,0.1298491060733795
POCO#TRIPOD,0,pretrain,19,0.0325610935688018,0.1282985508441925
POCO#TRIPOD,0,pretrain,20,0.030853459611535,0.1289736628532409
POCO#TRIPOD,0,pretrain,21,0.0292476564645767,0.1267488747835159
POCO#TRIPOD,0,pretrain,22,0.0283670686185359,0.1276638805866241
POCO#TRIPOD,0,pretrain,23,0.0277343541383743,0.1270712316036224
POCO#TRIPOD,0,pretrain,24,0.0273232515901327,0.1278827935457229
POCO#TRIPOD,0,pretrain,25,0.0275186300277709,0.1246289610862732
POCO#TRIPOD,0,pretrain,26,0.0271425005048513,0.1292719691991806
POCO#TRIPOD,0,pretrain,27,0.026887597516179,0.1207965686917305
POCO#TRIPOD,0,pretrain,28,0.0249101798981428,0.125968337059021
POCO#TRIPOD,0,pretrain,29,0.0238899197429418,0.1185494214296341
POCO#TRIPOD,0,finetune,0,9.28547191619873,14.52371597290039
POCO#TRIPOD,0,finetune,1,2.0595099925994877,8.656660079956055
POCO#TRIPOD,0,finetune,2,1.61665940284729,4.1057448387146
POCO#TRIPOD,0,finetune,3,1.3552706241607666,2.7391586303710938
POCO#TRIPOD,0,finetune,4,1.233664631843567,1.522641658782959
POCO#TRIPOD,0,finetune,5,1.0734184980392456,1.144293189048767
POCO#TRIPOD,0,finetune,6,0.975019872188568,0.8389562964439392
POCO#TRIPOD,0,finetune,7,0.8717459440231323,0.6164182424545288
POCO#TRIPOD,0,finetune,8,0.88088059425354,0.4949302077293396
POCO#TRIPOD,0,finetune,9,0.7867576479911804,0.5243706703186035
POCO#TRIPOD,0,finetune,10,0.7933425903320312,0.5052891969680786
POCO#TRIPOD,0,finetune,11,0.7229210734367371,0.4953168332576751
POCO#TRIPOD,0,finetune,12,0.6993232369422913,0.4154906868934631
POCO#TRIPOD,0,finetune,13,0.6780723333358765,0.3036336302757263
